34196 71447
917 16641 30960
212 11775 18439
1338 10654 457
2135 16075 201
78 12617 6099
917 6680 34237
663 30395 9916
2960 7373 732
2290 2604 302
95 481 3890
917 1744 33124
2397 20533 538
2811 3249 851
397 2581 549
95 8508 1433
1468 12880 7724
328 917 33119
1367 1509 4055
2222 10654 581
10690 22806 2740
4805 13669 414
871 12752 2498
16780 33851 1969
19849 23021 691
68 3514 32774
3391 27724 251
1273 3032 9200
212 20144 24474
9581 19294 416
620 26170 28105
552 13694 4142
16044 22162 148
871 5386 3194
917 3391 30736
917 17127 35401
959 1649 577
1113 18044 1143
22821 29281 1598
30269 30572 487
68 23434 34810
12367 18228 85
204 27972 1018
512 9057 12470
319 9662 379
7042 10186 201
1068 6921 1416
4803 21256 366
1605 7775 1144
576 14375 963
3675 8589 2730
16333 24777 203
19144 19205 610
23996 24716 120
610 11866 140
663 32445 10851
6676 27030 1880
389 3132 134
917 24442 30405
917 5071 30283
68 28941 36552
12857 32968 251
917 2673 33886
10649 21042 690
1271 10115 4656
795 7588 2005
9916 26360 396
390 5691 1799
4600 23935 648
576 26363 1246
1449 11189 16994
1325 15333 648
620 26679 36922
9571 30190 1464
11929 28716 71
18400 20050 768
2190 22477 723
593 598 1598
2305 13500 97
7814 20420 28
911 4600 1155
1273 33995 11549
1771 31108 890
15102 29061 190
1185 7241 485
3438 15200 5964
1273 8904 10704
1395 28185 5663
1468 10175 8865
212 2065 22487
68 27103 46610
1731 12021 6496
795 30164 1881
3988 4350 81
481 7177 3608
23309 24769 77
942 13473 1138
1212 1257 99
286 6909 672
1395 18391 5839
934 25425 306
68 3173 38257
402 5415 646
656 5476 3349
3510 15940 54
1395 8319 5634
2679 20590 33
3084 9295 1814
212 11979 18678
649 1311 176
400 7777 1732
663 33470 10785
1351 8527 161
1395 14479 5549
207 8203 2613
141 5054 791
928 4600 983
390 780 4538
1731 33964 6776
2079 9757 105
2277 24284 73
109 1288 848
7433 14198 155
207 29328 2802
8245 26447 1193
16058 17432 204
4612 28555 386
394 511 872
942 30290 969
21006 22097 81
238 1468 9331
68 26665 38718
577 14168 11625
13857 21042 805
570 17290 450
620 3645 27175
1996 22554 155
1395 18983 5018
1449 33705 19987
577 6755 11984
68 17452 44915
5484 24336 203
1273 16960 9309
68 14860 45973
12882 13013 210
917 24481 34007
1468 5104 7947
780 3438 7583
620 7424 29599
1468 20101 9540
20327 24929 1702
3032 7569 1469
17030 17592 568
11994 21204 99
68 28819 45497
68 17852 41547
663 5159 9112
68 33298 43388
6060 19663 367
912 24451 2591
19618 31301 704
12405 22939 107
1104 8216 2334
68 29071 41182
1468 5248 8362
571 26176 267
21475 24550 137
2174 15897 7580
663 20429 9555
577 682 16188
2196 14830 149
3505 9725 1741
665 1273 10470
5351 11448 438
3307 6741 2189
4664 28194 550
619 1445 205
3564 15860 56
3505 18690 1629
620 33341 34312
4774 22480 197
737 9354 60
68 15423 39994
19532 29896 364
684 1449 14502
3438 10690 7698
6658 26957 130
13696 18557 167
1104 3632 2588
165 33307 975
1880 22403 3119
5611 21602 141
6577 15034 619
78 1731 15309
620 14150 35296
2364 23740 5786
18929 20724 423
620 11567 34710
68 18430 35127
212 15995 24677
4557 33355 278
1731 11322 7303
68 10840 44225
8532 17401 347
207 27465 2935
620 5832 31388
21501 23927 269
1449 15565 17958
9961 22516 789
9954 13998 600
17370 21195 678
917 8256 37157
20345 23318 94
1449 8110 16309
3505 17748 1861
1297 3037 372
9558 30772 1018
656 2283 3628
512 6658 15761
917 14402 28963
68 23366 47115
1449 33735 16604
620 3706 35722
12469 12680 154
1807 18695 1749
9828 14910 1504
68 3781 38116
312 6894 812
23384 25714 343
919 20400 2894
595 10087 1103
2820 22589 1067
68 27877 39170
917 1285 30055
1449 3522 19412
1588 5508 287
917 14801 40533
512 16741 13459
1271 29456 5663
1367 23097 5692
1335 3799 414
136 577 22390
620 665 29793
2174 10818 8760
1271 27023 5797
917 4948 31657
68 28862 36748
136 162 4728
917 18901 40325
207 1414 3057
19605 30932 199
68 11285 39354
620 3845 26469
2123 28151 1100
9518 31466 219
68 5417 39730
2159 4512 1891
1159 4771 329
10755 18810 769
577 6020 13526
17361 28940 85
212 27322 17897
10690 21113 2623
1104 1111 2305
780 2736 4890
1449 11129 19261
68 9151 37765
4655 15217 523
571 28237 236
3578 6765 233
78 10171 8175
663 30315 10999
5544 7949 437
2368 21460 952
68 7099 34314
2045 14643 593
68 33039 44151
910 2644 225
6027 13387 325
552 29447 4525
9902 17515 1894
3798 10270 1278
712 13208 1227
4151 9035 82
1622 1642 137
620 4312 28964
912 24888 2241
604 18292 4283
467 14318 37
4394 19283 404
5682 16302 88
212 3596 23046
577 1582 13573
1583 25323 908
780 20525 3415
604 22090 3963
2036 3744 139
30388 32759 58
3693 18540 74
917 9571 41308
3579 28736 551
27290 28049 285
3438 12082 6644
9558 32307 821
5744 21649 345
14813 26163 166
1468 6158 8304
609 6546 5496
1449 4510 20985
2011 17794 810
19510 31164 460
604 3653 4526
620 20048 36634
7790 25163 160
16443 23559 704
15149 17099 164
19136 19418 1031
24271 25162 180
1021 1355 548
917 29799 30626
647 957 802
663 6198 11622
4819 18941 200
577 27393 14319
4595 13046 193
136 6218 4387
15494 18525 469
10038 29601 136
30599 31221 27
15748 17272 69
1639 7880 172
620 15044 30346
10656 10909 41
8019 16431 40
6741 7469 5452
15037 15291 602
1273 8830 8502
136 1676 5703
795 864 1984
447 620 27596
5639 7919 820
656 6546 8798
919 4512 4469
1102 28358 65
2494 7783 143
512 8567 12617
212 26227 19585
1005 5637 249
11744 13739 834
1619 7950 587
4612 29064 381
1688 30028 1033
1352 17465 640
5508 23492 299
608 8538 2250
620 14225 24839
577 20181 13410
1352 9987 619
2189 10132 936
919 2442 3221
136 9152 5476
2557 2649 27
495 28730 473
608 12213 2989
1731 7472 6060
30845 32663 22
1582 20570 1070
373 376 493
595 15739 634
728 13498 1109
915 23882 775
292 6408 1077
917 20741 27423
16425 21532 1036
10925 17592 640
3647 21857 2321
4738 12230 105
1449 15431 18813
4394 31876 414
7589 30143 1277
16628 19715 71
6246 16780 1917
577 10357 15049
68 7279 47471
712 4651 1048
8483 21130 268
21755 24804 292
212 4932 23503
1271 4977 5544
2351 5451 263
13311 25013 706
620 11001 26854
8440 27690 228
1113 28516 1236
595 17412 652
620 17282 26552
917 31138 27773
11983 26817 293
1273 19770 9453
12986 33074 136
1449 24294 18256
917 5044 38113
22960 28223 132
3336 8682 294
29901 30775 51
951 4512 4138
19393 30947 40
9678 32814 1071
19375 29930 97
1395 6595 5677
3038 23021 1101
78 2496 8682
1271 5482 6659
2784 6275 197
10690 14381 2583
615 917 28978
16354 20327 1313
11891 12276 149
917 7667 33964
620 13926 36587
8548 17370 429
68 29028 38783
552 26125 4558
620 6513 35252
78 5288 7072
1273 12567 10977
1273 10185 10420
68 3152 39627
212 1134 25601
795 31718 2311
1068 1367 7746
2297 8052 893
9274 32723 270
1323 6751 1329
3815 9876 474
481 1199 2947
8944 19534 532
620 1947 30729
212 4628 24666
365 8913 731
8406 9900 44
20580 24744 55
19421 22592 1135
2231 10707 311
1439 12322 324
15297 20724 456
871 7674 3067
20327 23589 1610
17061 20861 722
620 14353 28034
618 28928 647
481 11067 3092
1367 31766 5081
919 2658 2879
512 19042 13201
78 5822 6331
512 1690 11198
2348 2479 361
2306 13489 1860
620 1262 29273
942 21504 1181
68 3699 38950
212 20281 22921
8085 16161 112
1327 6581 283
1216 7524 344
9587 19441 55
1449 3442 17142
9526 19522 693
620 19951 30053
1026 1808 4648
192 951 4377
425 6655 2355
2364 24096 4691
4374 5463 197
7469 14241 2615
13283 16333 349
1731 34145 6890
3984 19859 530
620 11155 35777
919 16474 3206
13435 20429 417
2190 17417 678
2776 2927 990
3513 29604 298
6655 15902 2405
620 6211 30301
1830 2174 10595
1367 9456 5770
1731 5925 7901
10568 12914 2537
68 20271 34760
3644 15666 1398
917 5242 35942
1113 22425 1246
3390 17999 345
871 2323 2924
5628 8139 1430
6546 17427 4686
893 2576 82
10690 18514 3316
780 14695 3160
917 13948 31174
1468 6515 9613
68 15400 39828
2054 15597 1030
3675 15346 2163
7300 9719 628
12150 26069 290
2011 13622 905
1468 33294 7567
1248 3084 1621
917 10355 32903
1468 10338 10474
19915 23204 39
1123 8693 1040
20758 27605 2171
728 16271 1548
3675 19504 2877
9596 32544 104
21854 21950 252
161 19725 794
917 1969 31250
5926 9656 473
597 1808 4712
68 10818 37193
78 2967 8069
4929 28223 152
512 14986 12278
204 595 1776
620 1106 33673
512 12497 14161
12838 13103 1633
1373 29238 345
28098 29410 86
919 2706 3725
6966 26158 306
912 21714 3209
917 1068 30003
912 23829 2420
5110 8768 3454
795 3266 2454
9879 21042 816
620 18479 31082
1367 22731 4889
33 6125 396
577 21650 14382
68 18572 46809
512 10448 14485
6655 20724 2871
14729 15565 839
512 5498 11348
15118 15662 354
577 26097 13314
3438 18564 6706
3647 14375 714
620 2542 28763
8388 28615 287
17891 21402 255
1449 7286 20093
8304 17416 106
951 24027 2894
1449 2365 21180
1198 20080 798
12857 13103 1356
12413 22279 1042
980 14166 270
1731 4404 7390
1449 8632 16919
9945 9961 770
2045 15530 727
68 2883 32527
1367 21042 6867
481 23009 2650
2299 5438 998
663 4034 11829
1068 13163 1604
19544 31062 442
68 9132 37743
31711 31980 109
1880 4773 3049
1468 11448 10191
3748 14023 244
917 21486 39993
17171 29171 331
951 24148 2766
136 12711 5581
17891 28199 324
94 7508 273
68 26007 46427
19364 30349 283
5788 25267 663
1655 2436 107
22658 30114 73
3495 21085 196
15217 22317 536
21580 23524 1162
30220 30484 292
1972 8661 790
2342 25652 108
1338 20832 129
577 3652 15741
647 2540 720
656 4372 2993
123 6320 343
360 20863 946
207 18071 2746
919 2368 4130
12852 22061 233
85 1468 8523
5776 7757 211
68 5931 34050
8245 20905 1286
1273 2927 12946
4512 33900 1243
620 10554 32982
707 6295 60
5628 23354 1136
14006 26620 79
512 5174 14882
663 4516 11383
68 12060 34615
12605 16780 2279
917 1121 27509
260 491 236
1884 20840 143
8137 13776 2385
17387 18204 58
780 30387 2836
1449 6979 15649
1892 2219 909
9678 30944 1170
5904 19136 1353
21256 28187 389
7589 30537 1193
3604 19049 278
665 14178 875
3675 31124 2439
9828 12213 3043
16883 18195 92
20196 33005 532
917 19998 36221
951 5642 2817
13435 23640 46
19205 29810 628
1367 1820 5887
3612 11285 1651
481 2894 3450
2116 19007 550
1273 20190 8556
29944 31004 211
1271 7896 5286
2306 5453 1825
68 7701 37887
1113 14852 1277
68 2766 45104
663 8824 11415
917 5108 31247
1582 1583 1953
31532 32405 18
7052 7694 193
663 22653 11922
3522 16860 221
917 16414 35955
7402 22807 161
8789 16566 50
5362 9020 187
3644 29245 1485
8217 11983 329
571 29216 262
2542 7989 650
663 30014 10649
3712 3991 1918
3438 26059 5587
2820 30647 756
608 18334 2763
926 1582 2184
12582 23025 56
1756 10273 166
207 300 2511
9445 32413 128
8567 28270 336
6577 9997 716
460 512 12323
546 4609 636
6676 14672 2057
712 12970 1001
119 3712 2477
512 22525 15219
6577 18982 651
212 10841 24411
3454 14520 404
551 620 36132
68 22061 45956
2364 24705 6460
68 19822 41003
3941 11461 407
9589 31852 130
95 3642 1576
1101 20144 404
6696 18141 133
1271 12072 5675
1356 20814 265
871 16418 2685
3831 12714 86
11379 23269 521
4962 12413 803
188 620 26037
1271 3815 6326
10095 27605 1648
620 1217 26350
30104 32108 142
212 1373 21585
68 27742 42129
23390 25995 93
620 7334 32171
5272 7400 90
212 10035 19254
620 19889 33979
1605 5021 1376
3038 5342 509
7036 8916 120
7589 19362 1154
917 9760 30079
136 2297 4684
214 14166 129
3647 8474 710
934 938 766
212 1676 20837
1073 21400 419
620 8667 25358
2216 11579 371
68 11153 47235
15081 26297 146
780 2216 3145
1731 3315 6816
17615 33768 70
1449 7540 19083
212 2904 24279
9999 26639 346
13311 25436 36
136 11308 5715
1468 2731 8340
1697 19731 194
23740 24089 551
1271 23754 5470
1185 23255 405
390 2368 2718
13776 27679 1991
212 3285 22194
1449 17642 15663
10807 12408 321
6572 15702 275
6655 12433 2234
4188 8717 71
577 20054 15015
68 16658 33228
8313 17917 235
212 2174 35526
78 10385 8306
512 8736 11932
7327 11265 102
3006 16780 2132
917 4356 29190
1468 4340 9904
5110 30940 3007
6676 9858 1649
577 13706 12462
30326 31262 119
2286 9828 2220
2667 16425 764
400 6546 7626
77 453 75
10690 12436 2727
620 34182 27378
917 5711 37091
200 2764 374
13799 15587 355
6546 17905 5236
460 7414 716
11247 14469 56
1100 26116 313
406 2368 1126
5926 7508 719
360 26491 930
917 9370 29891
620 33630 26100
398 16370 178
917 3562 37375
1449 3418 20882
78 7087 6144
917 1225 34058
620 22178 30289
6868 11585 97
452 3212 309
248 481 3606
3712 10810 1889
620 17081 27600
9282 19420 201
8 512 15846
8467 12413 776
1808 26882 2749
2821 11289 304
68 13615 41131
12833 13052 88
879 24029 697
512 29600 12756
512 1108 12905
15343 16035 203
432 10558 605
1487 4476 171
1934 11754 369
3505 15620 1840
577 3425 16522
358 11247 1384
3712 14884 1503
1449 12217 17568
1273 11124 8441
6313 11285 1481
4932 26758 618
1395 15129 4784
620 33950 36864
620 13686 36312
5746 24531 76
9715 29871 655
1449 8905 14558
2364 23501 4513
68 225 34813
512 5943 15006
608 27290 3024
5362 13776 2631
917 1619 39501
4071 31490 141
1449 1513 15420
136 10255 5817
1395 18127 5138
10094 26835 881
3885 8956 192
12020 26397 50
212 4661 22272
68 29136 35283
629 8114 203
212 2227 19395
867 24163 168
212 14279 21358
30154 32756 30
919 2306 4201
1449 2770 16069
12204 18355 1188
12932 32958 1245
331 917 39667
8807 8931 529
17120 17216 53
30129 31303 559
270 917 32309
1056 13938 630
2020 33057 720
1273 5368 10066
4716 17415 164
68 3321 40296
29850 32071 60
9945 11781 118
1449 8075 15094
3712 18030 1534
3200 30252 317
6181 19976 56
10720 15483 805
1731 7674 8172
401 23675 277
9518 30505 215
7574 30014 1619
1273 18009 8882
1273 3232 11906
871 1626 2927
2174 15093 6853
68 10945 41110
1319 1731 6468
577 11411 12968
1468 33633 7647
6294 14125 107
512 15117 12886
512 938 15004
12899 13197 807
1582 2329 1770
917 7401 32988
334 917 27548
917 19948 38901
951 5549 3308
68 13670 38255
801 1731 6564
6927 13904 58
3640 3644 1315
9578 31610 180
911 1645 245
1367 4600 5169
8887 32850 514
68 27956 36336
1468 20196 9894
1867 14747 817
7697 33758 31
13470 21563 637
68 5147 46540
5544 11285 1848
22592 30963 880
12438 27978 208
4726 21256 485
620 3925 28984
512 28413 12330
212 10617 18544
2364 25365 5339
512 14618 14203
12416 15134 47
3438 15429 7495
1271 12829 4666
1880 17306 2969
3299 8856 532
3336 11400 284
10066 27070 572
786 1295 199
12932 33005 1413
620 4274 35797
1471 10211 2448
8440 21922 236
78 33227 6894
165 1746 1445
78 10263 6332
512 6116 15750
5110 9695 2443
917 26020 36930
19422 31484 325
19618 22768 499
13443 25632 216
10825 14836 138
6546 21869 4651
1449 19478 15861
212 544 19962
604 2095 4150
1030 6894 650
608 18840 2296
663 9559 11784
8414 18266 358
3995 5855 92
474 20542 717
6769 22219 283
6136 33423 110
21755 24834 271
584 10039 975
6849 14840 539
165 7208 1338
212 21399 23485
6969 13790 255
577 6963 15136
663 31094 10269
925 5433 193
15207 26983 129
68 26633 36043
17061 27662 610
2727 33925 171
1976 8534 88
620 22434 26185
16871 18168 47
390 21689 1729
136 7507 4434
1972 26291 703
68 22502 34557
577 10755 14248
620 2716 35873
121 5976 1865
552 20641 3617
1619 21472 1253
1449 22258 15988
78 11091 6192
620 9874 24920
3084 11330 2123
5385 21512 195
14017 15065 48
3755 4749 121
917 16394 38742
1273 11018 8902
7813 23450 183
877 6741 2755
8331 20740 149
955 21665 1207
136 1468 15775
1583 21585 1093
577 3683 11405
711 4206 116
212 1041 24519
451 28806 773
118 10966 120
3675 15171 2594
917 934 33404
18088 22821 1296
212 11852 23121
609 29435 382
8245 21834 1142
68 29057 35342
360 6741 2425
656 23686 3578
512 3689 13754
11868 26947 89
14292 34165 494
3438 20804 5728
9277 31160 71
11905 26097 484
9678 19615 1147
2364 24679 5365
1273 5250 10164
552 18661 4167
3362 5310 103
2073 28997 83
3904 13776 1979
13079 33076 151
1351 26533 126
1934 16139 517
4544 7469 2924
663 30686 10936
620 10735 33009
212 14887 18452
2811 20034 893
604 3415 3218
196 7509 1367
18395 21313 269
917 9736 29158
68 2455 34993
719 23509 541
1701 33714 265
16234 25275 89
5110 31454 2638
1764 7736 1160
620 8647 32764
11744 11807 736
1123 14268 846
16772 19930 146
107 1271 6595
136 723 4973
12073 22255 600
917 5145 33901
1468 5126 8563
1100 1449 18397
496 1033 1205
3598 22199 65
552 10563 4939
512 16719 11365
1068 12989 1755
2505 5552 351
576 10938 1423
917 8952 36234
917 3988 31583
546 15519 900
78 5011 8000
990 6545 125
212 8017 20368
604 919 7169
4842 21091 124
12825 32979 101
7554 33845 461
14729 19013 333
3832 15228 1411
917 1851 40245
12973 32994 239
206 6649 427
3265 14216 147
577 11254 14948
620 17946 36105
917 33498 33257
17482 21042 653
650 5935 149
1731 6275 7841
136 12700 4938
68 28236 47062
620 10422 35036
2174 21423 6943
917 17911 32740
30287 32522 231
7373 8722 791
1395 8398 6183
5628 25284 1205
9491 19286 202
3518 6556 497
1468 10492 9100
1731 5117 5614
12213 22442 1417
30112 31240 297
306 21821 185
1471 2964 2509
3438 11893 6861
29951 32608 287
212 1408 20310
577 26959 12110
879 23718 732
6260 33909 57
8003 13549 74
7788 16430 169
3675 23109 2384
1731 2976 6575
2174 6655 9159
137 3361 1036
68 14540 46393
7521 15011 320
604 9730 3214
12213 17752 1182
432 2764 731
7589 31920 1392
663 6053 11747
584 12300 742
20794 28295 74
2169 15354 93
70 16780 2257
68 20235 42302
68 1395 36957
481 11435 3286
9902 27190 1646
1468 12327 10296
13444 23403 94
20874 22821 1619
9526 32065 619
1259 30364 76
2735 14264 33
1974 3712 1877
1468 1576 8716
1926 26652 872
9902 11904 1832
19618 31395 702
620 851 28959
552 2034 4997
1468 10299 10338
4670 22509 619
1288 2853 515
2274 2364 6589
1167 16690 272
2174 26485 9540
855 3238 51
212 9290 23418
5643 23365 141
204 11940 986
207 24748 2111
10777 29654 63
917 4166 32067
1625 21580 1632
7390 7469 2253
212 13140 20466
1367 16334 5468
1380 28876 397
1104 2190 3384
2486 20527 412
20408 24725 371
1273 31896 11936
620 16742 29943
12222 18722 55
1271 14398 5720
68 29232 44918
663 23021 10209
68 15907 38202
209 1449 20173
24401 24989 99
595 8475 860
136 23041 4896
8357 14884 357
68 8432 38225
11519 28458 350
2364 24903 6324
1367 6689 4588
9916 29053 494
1449 19811 15264
12431 13664 122
48 3032 1371
1619 23327 570
6546 14455 5053
30612 31914 274
25484 25567 473
1449 7024 17698
68 3851 32403
13799 17056 346
928 2434 438
168 1273 9721
1273 3352 11709
6546 21050 4795
917 3748 37280
919 1605 3869
1471 19782 2088
328 8394 129
12914 13056 502
728 5566 1226
14580 21256 364
1273 7166 9265
3603 6546 5647
852 917 30215
9707 30103 166
3413 9916 456
286 15066 751
16174 16202 611
2614 21539 619
212 11443 19210
1473 3984 435
620 18758 32184
17335 18400 707
7736 10506 1378
481 917 36376
212 6561 18704
917 11252 34613
5391 13316 624
78 760 7681
942 32121 1095
13707 26786 176
6698 22821 1882
6133 30348 192
620 10176 36059
16425 25376 985
935 5643 781
68 34133 43726
951 25245 3008
1408 27378 127
1449 27858 18284
1962 28596 206
16388 25288 87
68 9199 38905
3921 7038 128
1271 2049 5949
6945 27826 210
68 4319 39080
12161 21392 111
22821 26964 1777
16174 24868 313
13825 17483 58
9279 22699 504
4867 13731 313
334 1449 18257
13017 13060 335
3712 13884 1816
8225 11784 351
577 8721 11167
20903 21255 48
512 9876 13283
8953 31790 706
871 5021 3457
30075 30172 190
1449 23892 15919
1123 1471 3326
917 2143 29266
620 4380 26270
1972 27082 726
3889 33983 58
212 6142 25522
68 15714 46390
2820 31140 1073
577 4099 15682
5977 29837 1337
3579 9918 641
121 10513 1907
4380 31007 1109
1616 21584 698
9828 16141 1351
915 25016 811
68 4819 44117
14520 16044 642
3438 9768 6187
212 1582 21241
7662 14209 137
10541 19070 420
8705 30578 829
577 29094 11160
663 19989 9888
917 16008 40719
18368 26754 2218
1123 3006 1072
675 2883 116
1335 22117 671
9012 23268 202
8225 21380 322
30285 31820 66
18921 26387 223
896 1609 1647
161 12446 693
1808 17931 3594
212 6613 22116
7736 30655 1356
2800 19653 157
3438 26974 6450
4397 12612 65
23384 23856 563
3744 27605 1843
9279 29945 676
2693 32017 89
577 26378 11479
620 17470 28169
10448 16803 324
1731 19953 7645
12213 20756 980
6741 16344 2238
68 16589 46207
7220 8590 46
3752 15779 79
68 14045 35752
788 1468 7918
951 2462 2209
24509 25013 599
16182 23952 189
577 12065 12254
1449 1698 19031
6546 26985 4395
951 13557 3058
14069 18152 130
212 3322 23015
3438 26154 5825
917 5598 28877
1087 11588 100
1471 33321 2299
10842 27310 1097
400 7778 2076
68 23284 32443
4380 9542 1093
5580 20429 402
3712 6920 1876
917 6883 38321
11613 17649 35
1449 1780 15490
10690 17555 3142
3790 4959 112
1395 28594 5917
390 1605 2537
558 1367 4751
1367 24892 5224
917 16942 31010
879 5477 630
78 5848 8503
68 11120 44603
9828 29455 1610
1395 27641 6211
19618 32168 731
4664 12355 651
27410 27675 37
1068 6741 3415
212 1468 35478
16091 28335 111
212 27957 18139
512 5463 14074
577 1144 12648
119 917 28707
1807 10084 1683
1180 2915 174
2919 7736 1237
6577 10568 2485
3756 12132 149
663 31270 10388
21698 23450 207
1068 33057 1704
2840 11143 314
17188 17592 750
917 13560 31977
21580 25979 1295
406 1605 1241
212 10469 25322
1367 9497 5868
1609 7849 1377
1449 31238 16482
2706 4360 601
7736 9356 1192
3798 16047 1537
425 20996 345
663 31650 9593
9895 28263 86
1901 9961 844
577 9729 16664
68 6655 47875
4715 9828 1886
620 1691 26177
663 33240 12040
8216 27403 586
1449 6426 14974
2351 13489 398
2060 17805 175
577 28677 14723
1830 16071 401
136 5318 5368
7417 23147 398
1909 11664 252
8245 21994 1025
29787 32417 48
1271 2316 5804
2390 7930 395
212 10989 19103
620 5836 29950
512 1463 15382
3715 21935 152
1931 27693 241
68 19958 37059
663 32194 9872
8307 21050 159
131 1923 476
1468 30838 8570
15143 17551 113
2178 2190 1637
212 14672 22186
6546 18008 6109
3669 14705 52
512 21563 14544
68 9623 35317
4595 15376 163
1731 7710 6737
1922 29487 158
3398 11588 352
1610 5766 330
68 15985 39269
2669 5638 201
92 1288 726
577 27062 12557
2306 7758 2000
13776 21770 1779
68 22348 35866
30486 31943 643
212 7677 18671
1273 9510 12225
6546 8359 4786
726 919 3263
68 19032 47212
136 8690 4052
1688 31075 758
577 11779 14731
68 8874 42763
5250 5926 792
620 3847 28625
12857 13132 241
581 1395 4329
10825 20807 131
879 2286 1212
212 17821 23285
1676 5635 783
7919 16491 825
4937 13062 112
6929 10936 239
16329 20562 168
22279 32427 331
780 1273 10733
28589 33874 47
1068 7304 2139
1367 22306 5559
68 28955 42448
512 3533 16200
2042 14456 631
19158 31580 718
136 5365 4050
1449 7802 20832
2329 2631 1008
212 16933 25989
512 7325 12908
68 14238 36625
68 426 35399
8953 30607 587
68 11687 33377
10647 18591 465
584 1110 948
197 11285 1880
620 4315 25616
206 6828 555
30006 30157 34
620 6788 29616
512 13476 15410
13941 15565 447
1104 27601 2480
20456 24273 35
1030 1823 166
352 373 494
68 14572 34271
470 33796 111
917 14464 31423
266 3062 112
2019 27867 501
604 11902 3774
18943 27605 1765
78 13099 7306
1468 7114 9703
656 32975 3192
917 2205 38496
1068 1889 1988
4365 19965 113
512 17817 13005
2299 20294 1095
597 26298 708
1395 28753 4295
818 3980 470
68 20099 35742
30606 32757 287
1558 7498 224
1068 17937 1532
195 1613 908
6624 11598 269
5880 16765 287
1273 10951 12016
6546 12096 6092
68 6402 33234
552 21813 4904
1471 19882 2582
1933 10690 2532
2118 8346 84
1468 6276 9577
212 17879 23815
512 8184 15823
1273 17211 10193
60 6751 971
915 13546 666
1808 5359 2833
68 10220 37139
5409 24541 317
5417 21518 445
68 7718 39794
136 715 4747
30891 30898 45
1792 32271 1111
402 1608 555
620 6463 32255
19354 30406 36
3438 6767 7001
78 5242 6079
6384 9064 203
899 5495 105
212 19856 17749
18629 28074 120
1312 7736 1022
512 7372 15452
1449 2858 19696
512 594 11075
1067 3473 755
1580 16517 349
512 26683 15181
571 15654 260
542 14404 45
1042 8483 250
212 3652 23811
68 28417 35606
5102 6447 197
29808 30377 71
780 19095 3407
3438 6913 5852
8168 18728 80
19402 30609 19
9627 9628 56
8944 30866 630
552 13672 3511
6520 9013 248
23535 25610 110
656 12914 3951
481 1449 20045
3591 4961 1924
4550 14263 607
2364 23939 6542
620 13930 35514
919 2602 2536
207 3533 3094
3390 14800 168
474 5400 595
917 13354 32162
1559 7537 491
1920 4980 589
19618 32085 534
622 1309 414
212 3804 19185
604 8437 3231
6546 18283 6184
14915 17061 806
10094 18368 2740
3408 4844 112
212 10062 18583
8245 10062 1220
1583 13415 862
2840 23440 431
3438 17356 5337
1352 2132 790
9507 30075 144
6751 10022 962
917 21255 31624
30032 30052 110
917 13471 34755
1395 19057 4847
29886 29996 62
8216 29006 602
68 5294 35109
17697 21380 173
1909 22393 169
650 2927 816
1449 5054 15556
512 7062 15648
5073 9000 1170
24592 25348 63
6676 10688 1729
1662 5605 112
8941 9571 1378
6546 14780 5078
867 13272 335
917 13881 28015
1413 15081 215
1288 9017 707
212 6745 21235
2123 29026 1303
2496 5738 442
1024 29067 160
9279 30128 662
2699 7275 59
1771 26556 1128
68 12796 42767
10647 29341 613
663 19206 9769
2174 18847 7014
15683 22295 131
212 11957 23255
4937 8390 109
1731 7531 5998
2870 5145 682
1468 9245 7948
14443 27268 66
2479 20519 311
3505 9795 1869
8011 20419 285
15565 21355 576
68 22133 38986
6546 8148 4974
68 14443 40773
1580 7913 398
50 1449 19325
1449 14245 20435
99 638 130
3712 11865 1703
400 5416 1977
618 22829 861
10120 13009 140
10024 11610 118
6999 9713 423
16295 21640 313
3591 15019 1530
917 18385 31752
3941 16749 419
5628 16240 1190
3885 9324 178
7531 7669 145
7469 12691 2063
9518 30941 230
3438 14832 5619
663 33800 8363
577 3058 14550
9558 32518 906
1731 14219 7203
68 13634 33225
917 18810 31627
577 27325 14322
938 23645 525
7495 11395 116
917 13529 34688
1218 7377 320
1746 12663 237
13530 25013 652
481 16578 2608
17267 28635 93
754 917 29646
1404 9779 188
68 2840 40576
6546 21040 4706
192 10568 3432
5102 5878 234
15400 17460 64
2011 2174 8640
7469 19799 2399
1352 21174 754
1610 13477 275
18400 22511 720
481 12806 3112
620 11279 29293
1808 26084 3015
6813 16873 458
1449 3953 18690
2054 18182 1356
8558 11852 178
11703 21928 288
1449 15129 19248
7937 16298 132
21755 25412 310
21443 21522 791
143 10551 216
4932 14073 553
1003 1468 10080
10002 15790 121
917 16635 28672
1468 34078 7774
10654 16902 425
212 8483 21222
2351 16273 341
30218 30587 110
196 1192 1365
16668 19658 282
604 8166 3152
3521 28541 51
5009 14127 106
1271 9814 5735
1731 10190 6178
212 12163 22986
48 2927 1244
552 22558 4482
451 22931 912
1395 27676 6031
68 18573 31953
12956 13138 239
68 33730 37588
3438 18567 6690
19169 23419 141
14 129 290
2159 5073 1478
780 10690 6194
10455 10494 40
6577 10604 510
9558 30918 923
3885 4498 947
10630 12837 57
595 13749 882
1656 2284 636
8137 23727 188
1367 26049 5934
2176 6813 392
663 1293 12089
4670 11896 563
30014 30252 1298
6595 8225 241
